county_name,state_code,total_quakes,avg_mag,max_mag,severe_quakes
Rogers County,OK,523,1.4111854684512437,2.82,0
Roanoke County,VA,11,2.291818181818182,3,0
Lafourche Parish,LA,0,0,0,0
Suffolk City,VA,0,0,0,0
Benton County,OR,228,1.5366228070175436,3.3,0
Northeastern Connecticut Planning Region,CT,24,1.7379166666666668,3.3,0
Grand Traverse County,MI,0,0,0,0
Fairbanks North Star Borough,AK,1816,1.3962004405286317,5.3,1
Geauga County,OH,68,2.3614705882352935,4,0
Nash County,NC,0,0,0,0
Cape May County,NJ,1,2.3,2.3,0
Lauderdale County,AL,13,2.128461538461539,2.79,0
St. Croix County,WI,0,0,0,0
Nassau County,FL,0,0,0,0
Rockdale County,GA,5,2.176,2.54,0
Madison County,KY,6,2.385,2.75,0
Calvert County,MD,0,0,0,0
Pottawattamie County,IA,0,0,0,0
Frederick County,VA,1,3.03,3.03,0
Cabell County,WV,7,2.684285714285714,3.3,0
Campbell County,KY,0,0,0,0
Steuben County,NY,1,3.2,3.2,0
St. Clair County,AL,14,2.214285714285714,3,0
Tuscarawas County,OH,4,2.345,2.6,0
Ozaukee County,WI,0,0,0,0
Bowie County,TX,1,1.9,1.9,0
Twin Falls County,ID,0,0,0,0
Grafton County,NH,22,2.01,2.9,0
Rockingham County,NC,4,2.075,2.25,0
Victoria County,TX,1,3,3,0
Christian County,MO,1,2.32,2.32,0
Wayne County,NY,7,1.8357142857142856,2.59,0
Northumberland County,PA,0,0,0,0
Mendocino County,CA,6737,1.7357488496363385,4.79,0
Lincoln County,NC,16,1.7843750000000003,2.35,0
Cullman County,AL,1,1.7,1.7,0
Dodge County,WI,0,0,0,0
Lapeer County,MI,0,0,0,0
Elmore County,AL,0,0,0,0
Polk County,OR,285,1.6526666666666672,3.6,0
Bannock County,ID,48,1.9908333333333326,3.9,0
Josephine County,OR,63,1.5577777777777773,4.24,0
Burke County,NC,20,2.013,3,0
Barrow County,GA,5,2.2039999999999997,2.45,0
Angelina County,TX,2,2.8,3,0
Island County,WA,1624,1.55463054188423,4.3,0
Muskingum County,OH,5,2.84,3.1,0
Jefferson County,WI,0,0,0,0
Lawrence County,PA,20,2.1374999999999997,4,0
Newport County,RI,23,1.9391304347826084,3.6,0
Orange County,TX,0,0,0,0
Glynn County,GA,0,0,0,0
Rockingham County,VA,0,0,0,0
Cascade County,MT,8,1.8662500000000002,3.6,0
Wagoner County,OK,239,1.513723849372385,2.02,0
Lewis County,WA,3704,1.920457313256437,4.3,0
Dougherty County,GA,0,0,0,0
Buchanan County,MO,2,3.05,3.5,0
Wood County,WV,8,2.65,3.1,0
Coryell County,TX,0,0,0,0
Henderson County,TX,0,0,0,0
Midland County,MI,0,0,0,0
Howard County,IN,1,3.8,3.8,0
Orangeburg County,SC,1,2.11,2.11,0
Indiana County,PA,1,2.9,2.9,0
Bullitt County,KY,0,0,0,0
Crawford County,PA,6,2.0583333333333336,2.3,0
Lee County,MS,1,3.1,3.1,0
Yuba County,CA,278,1.5676618705035985,4.24,0
Bartholomew County,IN,0,0,0,0
Chemung County,NY,0,0,0,0
Leavenworth County,KS,2,3.3,3.5,0
Payne County,OK,3225,2.3254046511628004,5.8,2
Cape Girardeau County,MO,34,2.184705882352941,3.1,0
St. Landry Parish,LA,0,0,0,0
Hancock County,IN,1,3.8,3.8,0
Monroe County,FL,0,0,0,0
Bulloch County,GA,5,2.894,3.9,0
Putnam County,TN,1,1.9,1.9,0
Manitowoc County,WI,0,0,0,0
Talladega County,AL,9,2.2155555555555555,2.6,0
Jackson County,GA,3,2.2033333333333336,2.41,0
Caldwell County,NC,21,2.1071428571428568,3,0
Floyd County,IN,0,0,0,0
Kosciusko County,IN,0,0,0,0
Bedford County,VA,1,2.32,2.32,0
Umatilla County,OR,61,1.8329508196721305,3.51,0
James City County,VA,0,0,0,0
Walton County,FL,0,0,0,0
Natrona County,WY,3,2.933333333333333,3.1,0
Oconee County,SC,16,1.8937499999999998,2.27,0
Chelan County,WA,628,1.4586624203821656,4.27,0
Clinton County,MI,0,0,0,0
Lynchburg City,VA,2,2.51,2.7,0
Sullivan County,NY,1,1.78,1.78,0
Clinton County,NY,55,2.0709090909090913,5.3,1
Clearfield County,PA,0,0,0,0
Wilson County,NC,0,0,0,0
Chatham County,NC,1,2.24,2.24,0
Walker County,TX,0,0,0,0
Anderson County,TN,136,1.9863235294117647,3.8,0
Forrest County,MS,0,0,0,0
Augusta County,VA,5,2.3120000000000003,2.42,0
Clallam County,WA,237,1.5982700421940932,3.27,0
White County,AR,107,2.1052336448598132,3.3,0
Valencia County,NM,13,2.923076923076923,3.5,0
Cheshire County,NH,9,1.772222222222222,2.3,0
Cole County,MO,0,0,0,0
Ross County,OH,2,2.475,2.6,0
Tooele County,UT,28,1.683214285714286,2.76,0
Cattaraugus County,NY,0,0,0,0
Grays Harbor County,WA,248,1.685120967741935,5,1
Van Buren County,MI,0,0,0,0
Cayuga County,NY,3,1.3,1.6,0
Broomfield County,CO,1,2.9,2.9,0
Erie County,OH,1,2.5,2.5,0
Hancock County,OH,3,2.4,2.4,0
Lonoke County,AR,1,2.23,2.23,0
Robertson County,TN,0,0,0,0
Putnam County,FL,0,0,0,0
Wood County,WI,0,0,0,0
Fauquier County,VA,2,2.27,2.5,0
Raleigh County,WV,14,2.8000000000000003,3.2,0
Kauai County,HI,0,0,0,0
Somerset County,PA,0,0,0,0
Vermilion County,IL,0,0,0,0
Lea County,NM,24,2.629166666666667,2.9,0
Scioto County,OH,8,2.4587499999999998,3.1,0
Pottawatomie County,OK,368,2.1664945652173917,5.7,1
Boone County,IN,1,2.5,2.5,0
Grand Forks County,ND,0,0,0,0
Christian County,KY,0,0,0,0
Lewis and Clark County,MT,2679,1.5245688689809642,5.8,1
Wise County,TX,34,2.6941176470588224,3.6,0
Creek County,OK,683,2.0009516837481707,4.3,0
Morgan County,IN,0,0,0,0
Lauderdale County,MS,2,1.85,2.1,0
Franklin County,NC,0,0,0,0
DeKalb County,AL,65,2.1503076923076923,4.6,0
Riley County,KS,4,2.5,2.7,0
Surry County,NC,71,1.9664788732394374,5.1,1
McKinley County,NM,5,2.84,3.1,0
Franklin County,MA,5,1.748,2.2,0
Greene County,TN,31,2.1351612903225807,3.7,0
Columbia County,FL,0,0,0,0
York County,VA,0,0,0,0
Portage County,WI,4,1.4,1.5,0
Troup County,GA,1,2.21,2.21,0
Klamath County,OR,16,1.790625,2.8,0
Harrison County,TX,7,2.9,3.2,0
San Patricio County,TX,0,0,0,0
Blue Earth County,MN,1,2.8,2.8,0
Greenwood County,SC,23,2.242608695652174,4.1,0
Ward County,ND,0,0,0,0
Iberia Parish,LA,0,0,0,0
Carteret County,NC,0,0,0,0
Oldham County,KY,1,2.78,2.78,0
Walker County,GA,198,2.043080808080807,3.2,0
Catoosa County,GA,222,2.0553603603603587,3.2,0
Lincoln County,SD,1,3,3,0
Otero County,NM,0,0,0,0
Spalding County,GA,2,2.1799999999999997,2.26,0
Shiawassee County,MI,0,0,0,0
Butler County,KS,54,2.501851851851851,3.7,0
Laurens County,SC,15,2.035333333333333,2.53,0
Allegany County,MD,0,0,0,0
McCracken County,KY,31,2.4580645161290327,4,0
Madison County,NY,0,0,0,0
Rice County,MN,0,0,0,0
Effingham County,GA,2,2.31,2.41,0
Aroostook County,ME,5,2.232,3.86,0
Montcalm County,MI,0,0,0,0
Crow Wing County,MN,0,0,0,0
Mason County,WA,1036,1.5675424663348556,5,1
Kershaw County,SC,114,1.9766666666666668,3.6,0
Williamson County,IL,11,2.4463636363636363,3.2,0
St. Francois County,MO,26,2.2065384615384613,2.9,0
Jones County,MS,1,2.14,2.14,0
Liberty County,GA,2,2.31,2.41,0
Ionia County,MI,0,0,0,0
Chippewa County,WI,0,0,0,0
Muskogee County,OK,228,1.6283333333333343,2.7,0
Marquette County,MI,6,2.316666666666667,2.6,0
Grant County,IN,1,3.8,3.8,0
Wayne County,IN,0,0,0,0
Wilkes County,NC,92,1.9548913043478267,5.1,1
Belmont County,OH,4,2.39,3.4,0
Starr County,TX,0,0,0,0
Jefferson County,AR,2,2.415,2.6,0
Sauk County,WI,0,0,0,0
Apache County,AZ,0,0,0,0
Clay County,MN,0,0,0,0
Warren County,NY,30,1.7086666666666663,3.1,0
Tehama County,CA,900,1.7501222222222217,3.58,0
Pulaski County,KY,3,2.473333333333333,2.67,0
Harrison County,WV,0,0,0,0
Union County,OH,0,0,0,0
Carbon County,PA,0,0,0,0
Adams County,IL,0,0,0,0
Marion County,OH,0,0,0,0
Lamar County,MS,0,0,0,0
Armstrong County,PA,1,2.1,2.1,0
Columbia County,PA,0,0,0,0
Salem County,NJ,7,1.83,2.78,0
Hamblen County,TN,95,2.140105263157894,3.3,0
Nacogdoches County,TX,20,2.92,4.3,0
Walker County,AL,36,2.6688888888888886,3,0
Jefferson County,OH,2,2.31,2.5,0
Rutherford County,NC,5,2.636,3,0
Coos County,OR,90,1.6075555555555558,3.3,0
Warrick County,IN,10,2.573,3.9,0
Lee County,NC,0,0,0,0
Isabella County,MI,0,0,0,0
Chaves County,NM,0,0,0,0
Belknap County,NH,76,1.8667105263157893,3.15,0
Georgetown County,SC,0,0,0,0
Hood County,TX,5,2.56,3.3,0
Pope County,AR,85,2.1415294117647057,3.4,0
Stanly County,NC,3,2.2033333333333336,2.58,0
Pender County,NC,0,0,0,0
Barry County,MI,0,0,0,0
Knox County,OH,0,0,0,0
Darlington County,SC,2,2.75,3.4,0
Laurel County,KY,15,2.485333333333334,3.7,0
Cumberland County,TN,39,1.945897435897436,4.3,0
Haywood County,NC,64,2.17015625,3.7,0
Hall County,NE,0,0,0,0
Garfield County,OK,4054,2.136827824371005,4.6,0
Walla Walla County,WA,146,1.7773287671232874,3.4,0
Garfield County,CO,16,2.5437499999999997,3.8,0
Reno County,KS,58,2.55344827586207,4.5,0
Lincoln County,MO,1,2.57,2.57,0
Livingston County,NY,10,1.9810000000000003,2.6,0
Athens County,OH,3,3.1333333333333333,3.5,0
Granville County,NC,0,0,0,0
Tipton County,TN,29,2.2317241379310344,3.5,0
Van Zandt County,TX,0,0,0,0
Columbia County,NY,1,1.9,1.9,0
Eddy County,NM,83,2.9024096385542153,4.1,0
Washington County,NY,12,1.8558333333333332,3.1,0
St. Joseph County,MI,2,3.6,4.2,0
Crawford County,AR,0,0,0,0
Lyon County,NV,2560,1.5219531249999945,5.7,1
Rutland County,VT,12,1.7950000000000002,2.83,0
Otter Tail County,MN,0,0,0,0
Iron County,UT,1222,1.585965630114565,4.1,0
Pittsylvania County,VA,0,0,0,0
Bradford County,PA,2,2.19,2.8,0
Washington County,VT,8,1.6262499999999998,2.12,0
Herkimer County,NY,7,1.9342857142857142,2.34,0
Kenai Peninsula Borough,AK,13384,1.6235878661087848,5.3,2
Otsego County,NY,0,0,0,0
Box Elder County,UT,308,1.4926298701298704,3.46,0
Pike County,PA,0,0,0,0
Newton County,MO,0,0,0,0
Waller County,TX,0,0,0,0
Pickaway County,OH,0,0,0,0
Washington County,OH,11,2.5645454545454545,3.1,0
Blount County,AL,2,1.7999999999999998,1.9,0
Autauga County,AL,2,2.73,3.1,0
Sampson County,NC,0,0,0,0
Mercer County,WV,17,2.5035294117647062,3.2,0
Coffee County,TN,8,1.93875,2.77,0
Russell County,AL,0,0,0,0
Sandusky County,OH,7,2.4857142857142853,2.7,0
Oxford County,ME,28,1.9282142857142859,3.6,0
Jefferson County,WV,2,3.315,3.6,0
Huron County,OH,0,0,0,0
Carson City,NV,4111,1.422303575772322,4.77,0
Gordon County,GA,67,2.057611940298508,2.72,0
Columbia County,WI,0,0,0,0
Scott County,KY,2,2.4299999999999997,2.82,0
Lowndes County,MS,2,1.935,2,0
Windsor County,VT,7,1.9285714285714286,2.3,0
Genesee County,NY,16,1.994375,2.91,0
Anderson County,TX,0,0,0,0
Maverick County,TX,38,2.4921052631578946,3.5,0
Colbert County,AL,11,1.9536363636363634,2.79,0
Pike County,KY,3,2.276666666666667,2.47,0
Hawkins County,TN,28,2.1103571428571426,3,0
Chisago County,MN,0,0,0,0
Lawrence County,OH,13,2.623846153846154,3.4,0
Putnam County,WV,5,2.69,3.3,0
Acadia Parish,LA,0,0,0,0
Hardin County,TX,0,0,0,0
Vermilion Parish,LA,0,0,0,0
Loudon County,TN,645,1.8394108527131794,4.1,0
Lafayette County,MS,1,2,2,0
Pearl River County,MS,0,0,0,0
Carter County,TN,19,2.0205263157894735,2.56,0
Taney County,MO,96,1.9676041666666666,3.6,0
Cherokee County,SC,3,2.27,2.5,0
La Plata County,CO,1,2.3,2.3,0
Hancock County,ME,42,2.0416666666666665,3.66,0
Marion County,WV,0,0,0,0
Camden County,GA,0,0,0,0
Grady County,OK,2359,1.5710470538363743,3.47,0
Jefferson County,TN,155,2.128387096774194,3.37,0
Campbell County,VA,1,2.32,2.32,0
Eagle County,CO,10,2.4,3.4,0
Dickson County,TN,0,0,0,0
Whiteside County,IL,0,0,0,0
Franklin County,VA,3,2.5,3,0
Lenoir County,NC,1,2.1,2.1,0
Tuolumne County,CA,153,1.6308496732026145,2.8,0
Seneca County,OH,3,2.5,2.7,0
Watauga County,NC,22,2.2586363636363633,3,0
Roane County,TN,417,1.8362829736211042,4.4,0
Johnson County,MO,1,3.3,3.3,0
Coffee County,AL,0,0,0,0
McMinn County,TN,491,1.8463136456211833,4.4,0
Washington County,VA,8,2.52875,2.9,0
Elko County,NV,800,2.0288749999999967,4.8,0
Pulaski County,MO,2,2.33,2.37,0
Saline County,KS,94,2.7534042553191496,4.3,0
Jessamine County,KY,8,2.4687500000000004,2.82,0
Navarro County,TX,0,0,0,0
Gila County,AZ,7,2.771428571428572,3.2,0
Madison County,ID,7,1.8514285714285716,3.3,0
Culpeper County,VA,2,2.27,2.5,0
Warren County,IA,0,0,0,0
Boone County,IL,0,0,0,0
Worcester County,MD,1,2.6,2.6,0
Nye County,NV,622,1.5964147909967847,4.1,0
Columbia County,OR,992,1.458790322580644,3.38,0
Kerr County,TX,0,0,0,0
Hoke County,NC,0,0,0,0
Tuscola County,MI,0,0,0,0
Grundy County,IL,1,2.6,2.6,0
Washington County,OK,9,1.6688888888888886,2.7,0
Jackson County,AL,37,2.123783783783784,3.9,0
Fulton County,NY,3,1.9166666666666667,2.34,0
Jackson County,IL,9,2.2544444444444443,3,0
Calumet County,WI,0,0,0,0
Rusk County,TX,9,3.1888888888888887,4.3,0
Medina County,TX,4,2.025,2.2,0
Ashland County,OH,1,3,3,0
St. Charles Parish,LA,0,0,0,0
Polk County,TX,0,0,0,0
Waupaca County,WI,5,1.42,1.5,0
Grant County,WI,0,0,0,0
Darke County,OH,1,2.43,2.43,0
Cass County,MI,0,0,0,0
Franklin County,KY,3,2.67,2.82,0
St. Martin Parish,LA,0,0,0,0
Ogle County,IL,0,0,0,0
Wilson County,TX,1466,1.8808321964529304,4.8,0
Harrisonburg City,VA,1,2.34,2.34,0
Oktibbeha County,MS,0,0,0,0
Bedford County,TN,8,2.16375,2.77,0
Carroll County,NH,31,1.7700000000000002,2.9,0
Wayne County,PA,0,0,0,0
Cherokee County,TX,1,3.5,3.5,0
Burnet County,TX,4,2.4250000000000003,2.9,0
Queen Anne's County,MD,0,0,0,0
Logan County,OK,3664,2.410504912663768,4.6,0
Somerset County,ME,5,1.9,2.3,0
Dearborn County,IN,0,0,0,0
Lincoln County,OR,158,1.8106962025316458,4.7,0
Gibson County,TN,18,2.038888888888889,2.74,0
Bristol County,RI,21,1.8671428571428572,3.6,0
Columbus County,NC,0,0,0,0
Lamar County,TX,0,0,0,0
Newaygo County,MI,0,0,0,0
Franklin County,VT,7,1.922857142857143,3.1,0
Henry County,VA,0,0,0,0
Buffalo County,NE,0,0,0,0
Venango County,PA,3,2.243333333333333,2.3,0
Atascosa County,TX,834,1.823381294964028,3.8,0
Winona County,MN,0,0,0,0
Douglas County,NV,3997,1.5084563422566937,4.5,0
Laurens County,GA,0,0,0,0
Dale County,AL,0,0,0,0
Montgomery County,NY,33,1.6969696969696972,2.76,0
Bonner County,ID,100,1.9166999999999998,3.9,0
Fremont County,CO,17,1.9529411764705884,3.6,0
Knox County,IL,0,0,0,0
Chambers County,TX,0,0,0,0
Duplin County,NC,1,2.1,2.1,0
Bingham County,ID,0,0,0,0
Henry County,IL,0,0,0,0
Henry County,IN,0,0,0,0
Edgecombe County,NC,0,0,0,0
Le Flore County,OK,0,0,0,0
Shelby County,KY,6,2.515,2.82,0
St. Mary Parish,LA,0,0,0,0
Carter County,OK,1234,1.6873419773095626,3.5,0
Halifax County,NC,0,0,0,0
Santa Cruz County,AZ,0,0,0,0
Lincoln Parish,LA,0,0,0,0
Tioga County,NY,0,0,0,0
Boyd County,KY,7,2.4314285714285715,3.15,0
Shelby County,OH,5,2.446,2.9,0
Curry County,NM,0,0,0,0
Goodhue County,MN,0,0,0,0
Vernon Parish,LA,0,0,0,0
Jackson County,FL,0,0,0,0
Val Verde County,TX,0,0,0,0
Cherokee County,OK,208,1.6291826923076929,2.7,0
Crittenden County,AR,14,2.4499999999999997,3.9,0
Greene County,NY,43,1.9525581395348832,3.15,0
Bedford County,PA,0,0,0,0
Stevens County,WA,75,1.6309333333333336,2.2,0
Noble County,IN,1,3,3,0
Bryan County,OK,81,1.603703703703704,3.4,0
Caldwell County,TX,0,0,0,0
Nelson County,KY,3,2.36,2.39,0
Franklin County,NY,59,1.8274576271186442,3.7,0
Monroe County,TN,616,1.8254058441558456,4.1,0
Whitman County,WA,33,2.09939393939394,2.83,0
Allegany County,NY,0,0,0,0
Campbell County,WY,568,2.9915492957746452,4.5,0
Kendall County,TX,1,2.1,2.1,0
Habersham County,GA,3,2.1999999999999997,2.41,0
Barron County,WI,0,0,0,0
Coles County,IL,1,3.26,3.26,0
Chenango County,NY,0,0,0,0
Bryan County,GA,2,2.31,2.41,0
Beltrami County,MN,0,0,0,0
Cortland County,NY,0,0,0,0
Clinton County,IA,0,0,0,0
Jackson County,IN,0,0,0,0
Marshall County,IN,0,0,0,0
Auglaize County,OH,9,2.466666666666667,2.9,0
Greene County,AR,16,2.33375,2.9,0
Monroe County,WI,0,0,0,0
Logan County,OH,3,2.333333333333333,2.9,0
Wood County,TX,0,0,0,0
Mifflin County,PA,5,1.722,3.44,0
Hancock County,MS,0,0,0,0
Calaveras County,CA,626,1.5593610223642174,2.47,0
Perry County,PA,7,1.7557142857142858,3.44,0
Osage County,OK,45,1.6137777777777775,3.5,0
Windham County,VT,3,1.5,1.6,0
Colquitt County,GA,0,0,0,0
Charlottesville City,VA,2,2.6500000000000004,3.2,0
Ravalli County,MT,9,1.4477777777777778,1.92,0
Thomas County,GA,0,0,0,0
Hillsdale County,MI,1,2.4,2.4,0
Chilton County,AL,7,2.737142857142857,3.4,0
Dunn County,WI,0,0,0,0
Polk County,WI,0,0,0,0
Washington Parish,LA,0,0,0,0
Hopkins County,KY,7,2.494285714285714,3.03,0
Itasca County,MN,9,2.7111111111111112,3,0
Shelby County,IN,1,3.8,3.8,0
Lawrence County,IN,0,0,0,0
Phelps County,MO,0,0,0,0
Branch County,MI,2,2.8499999999999996,3.3,0
Lawrence County,TN,13,2.313846153846154,2.9,0
Stokes County,NC,10,1.904,2.41,0
Kittitas County,WA,358,1.5961731843575417,4.2,0
McDowell County,NC,18,2.197222222222222,3,0
Barren County,KY,0,0,0,0
Shenandoah County,VA,0,0,0,0
Beaufort County,NC,1,2.9,2.9,0
Macoupin County,IL,0,0,0,0
Delaware County,NY,0,0,0,0
Callaway County,MO,0,0,0,0
Henderson County,KY,12,2.8799999999999994,4.6,0
Suwannee County,FL,0,0,0,0
Holmes County,OH,0,0,0,0
Levy County,FL,0,0,0,0
Douglas County,WI,0,0,0,0
St. Bernard Parish,LA,0,0,0,0
Madison County,OH,0,0,0,0
Jefferson County,PA,0,0,0,0
Stephenson County,IL,0,0,0,0
Huntingdon County,PA,3,1.3233333333333333,1.5,0
Siskiyou County,CA,182,1.6128021978021967,2.62,0
McClain County,OK,1708,1.5933723653395782,4.4,0
Kandiyohi County,MN,0,0,0,0
Douglas County,WA,527,1.4882352941176478,3.48,0
Kay County,OK,802,2.0815211970074787,4,0
Brown County,OH,11,2.423636363636364,3.04,0
Washington County,MS,1,3.7,3.7,0
Baldwin County,GA,31,2.3712903225806454,3.5,0
Gadsden County,FL,0,0,0,0
Pittsburg County,OK,819,1.616239316239314,4.1,0
Warren County,MS,0,0,0,0
DeKalb County,IN,1,2.9,2.9,0
Chesterfield County,SC,12,2.3016666666666663,2.9,0
Dubois County,IN,0,0,0,0
Sullivan County,NH,18,1.865,2.8,0
Davie County,NC,18,1.9911111111111113,2.6,0
Franklin County,TN,29,2.090689655172414,3.13,0
Camden County,MO,0,0,0,0
Highland County,OH,2,2.415,2.48,0
Polk County,GA,0,0,0,0
Stephens County,OK,668,1.6611826347305387,3.68,0
Montrose County,CO,5,2.2600000000000002,3.3,0
Erath County,TX,0,0,0,0
Pettis County,MO,0,0,0,0
Coffee County,GA,0,0,0,0
Jackson County,NC,69,2.078260869565217,3.4,0
Prince George County,VA,0,0,0,0
Richmond County,NC,3,2.39,2.9,0
Okanogan County,WA,246,1.7341463414634146,4.6,0
Oconee County,GA,3,2.0833333333333335,2.2,0
Cerro Gordo County,IA,0,0,0,0
Muscatine County,IA,0,0,0,0
Summit County,UT,118,1.5971186440677962,3,0
Manassas City,VA,3,1.7933333333333337,2.04,0
Fayette County,TN,0,0,0,0
Miller County,AR,1,1.9,1.9,0
Union County,PA,1,1.88,1.88,0
Nez Perce County,ID,32,2.1353125,2.9,0
Cooke County,TX,50,2.0044000000000004,3.4,0
Mercer County,OH,4,2.4825,2.8,0
Fulton County,OH,0,0,0,0
Vance County,NC,0,0,0,0
Pierce County,WI,0,0,0,0
Danville City,VA,0,0,0,0
Butler County,MO,63,2.264761904761904,4,0
Baxter County,AR,29,2.254137931034483,3.7,0
Clinton County,OH,1,2.35,2.35,0
Isanti County,MN,0,0,0,0
Marinette County,WI,0,0,0,0
Ohio County,WV,3,2.2800000000000002,2.5,0
Upshur County,TX,1,2.2,2.2,0
Sweetwater County,WY,207,2.6358454106280176,3.4,0
Crawford County,OH,0,0,0,0
Wharton County,TX,0,0,0,0
Warren County,TN,9,2.295555555555556,3.5,0
Cheatham County,TN,0,0,0,0
Gratiot County,MI,0,0,0,0
Benton County,MN,0,0,0,0
Clatsop County,OR,175,1.5932571428571423,3.55,0
St. John the Baptist Parish,LA,1,3,3,0
Tift County,GA,0,0,0,0
Warren County,VA,0,0,0,0
Tioga County,PA,3,1.9233333333333336,2.6,0
Tallapoosa County,AL,0,0,0,0
Amador County,CA,76,1.6875,2.99,0
Delaware County,OK,22,1.5336363636363635,1.99,0
Shawano County,WI,4,1.45,1.5,0
Knox County,ME,17,1.858823529411765,3.2,0
Pasquotank County,NC,0,0,0,0
Preble County,OH,0,0,0,0
Hendry County,FL,0,0,0,0
LaGrange County,IN,1,3,3,0
Sanilac County,MI,0,0,0,0
Mecosta County,MI,0,0,0,0
Latah County,ID,69,2.086521739130435,2.9,0
Murray County,GA,131,2.0394656488549616,3.1,0
Okeechobee County,FL,0,0,0,0
Howell County,MO,18,2.3994444444444443,3.7,0
Rio Arriba County,NM,22,3.0454545454545454,4.2,0
Ottawa County,OH,8,2.5375,2.8,0
McKean County,PA,0,0,0,0
Mower County,MN,0,0,0,0
Waldo County,ME,19,2.0526315789473686,3.2,0
Fayette County,WV,12,2.7591666666666668,3.2,0
Wyoming County,NY,14,1.999285714285714,2.91,0
Marshall County,IA,0,0,0,0
Tazewell County,VA,20,2.8685,4.3,0
Pike County,MS,0,0,0,0
Webster County,MO,6,2.4683333333333333,2.6,0
Harrison County,IN,0,0,0,0
Mississippi County,AR,503,1.88065606361829,4.2,0
Snyder County,PA,0,0,0,0
Orleans County,NY,23,1.817826086956522,2.71,0
Sequoyah County,OK,26,1.5092307692307694,2.7,0
Campbell County,TN,54,2.1794444444444445,3.8,0
Fremont County,WY,3,2.6333333333333333,3.1,0
Isle of Wight County,VA,0,0,0,0
Mayes County,OK,66,1.611666666666667,2.82,0
Williams County,ND,1,3.3,3.3,0
Douglas County,MN,1,2.5,2.5,0
Oconto County,WI,0,0,0,0
Person County,NC,0,0,0,0
Gloucester County,VA,0,0,0,0
Avoyelles Parish,LA,0,0,0,0
Louisa County,VA,138,2.212173913043479,5.8,1
Crawford County,KS,0,0,0,0
Jim Wells County,TX,1,3.9,3.9,0
Graham County,AZ,8,2.7375,3,0
Champaign County,OH,0,0,0,0
Colleton County,SC,3,1.9966666666666668,2.2,0
Des Moines County,IA,0,0,0,0
Wayne County,WV,5,2.8699999999999997,3.2,0
Lawrence County,MO,0,0,0,0
Union County,AR,9,2.312222222222222,3,0
Susquehanna County,PA,0,0,0,0
Woodford County,IL,0,0,0,0
Brown County,TX,0,0,0,0
Guernsey County,OH,9,2.6399999999999997,3.4,0
Defiance County,OH,1,2.9,2.9,0
Warren County,PA,1,2.13,2.13,0
Pontotoc County,OK,293,1.5924232081911267,3.4,0
Montgomery County,IN,2,3.05,3.6,0
Newberry County,SC,32,1.9196874999999998,2.51,0
Independence County,AR,114,2.049649122807018,3.3,0
Brown County,SD,0,0,0,0
Oneida County,WI,0,0,0,0
Finney County,KS,0,0,0,0
Scott County,MO,149,2.037449664429531,3.9,0
Boone County,AR,100,1.9925999999999997,3.6,0
Calloway County,KY,1,2.23,2.23,0
Jasper County,IA,0,0,0,0
Albany County,WY,2,2.8,2.8,0
Talbot County,MD,0,0,0,0
Clinton County,PA,2,2.2,2.6,0
Cass County,IN,0,0,0,0
Covington County,AL,0,0,0,0
Franklin County,IL,16,2.435,3.2,0
Dallas County,AL,1,2.1,2.1,0
Dare County,NC,0,0,0,0
Macon County,NC,63,2.0719047619047615,2.67,0
Addison County,VT,14,1.883571428571429,2.85,0
Houghton County,MI,0,0,0,0
Yadkin County,NC,13,1.9923076923076921,2.5,0
Steele County,MN,0,0,0,0
Hopkins County,TX,0,0,0,0
Bennington County,VT,1,1.6,1.6,0
Clarion County,PA,2,2.2,2.3,0
Marion County,IL,6,2.6533333333333333,3.12,0
Orange County,VA,107,2.175233644859812,5.8,1
Dodge County,NE,1,3.3,3.3,0
Sagadahoc County,ME,21,1.8400000000000003,2.8,0
Putnam County,IN,1,3.6,3.6,0
Essex County,NY,11,1.8354545454545452,2.23,0
Natchitoches Parish,LA,0,0,0,0
Green County,WI,0,0,0,0
Clark County,KY,4,2.1574999999999998,2.5,0
Okmulgee County,OK,10,1.793,2.82,0
Clinton County,IL,9,2.462222222222222,3.12,0
Williams County,OH,2,2.65,2.9,0
Webster County,IA,0,0,0,0
Delta County,MI,0,0,0,0
Jefferson County,IL,15,2.4193333333333333,3.07,0
McLeod County,MN,0,0,0,0
Huntington County,IN,0,0,0,0
Whitley County,KY,38,2.3981578947368427,3.8,0
Escambia County,AL,13,2.6923076923076925,3.8,0
Dyer County,TN,2856,1.6370518207282905,4,0
Coshocton County,OH,0,0,0,0
Hill County,TX,9,2.155555555555556,2.7,0
Beauregard Parish,LA,0,0,0,0
Graves County,KY,8,2.825,4,0
Fannin County,TX,0,0,0,0
Cocke County,TN,41,2.254390243902439,3.7,0
Warren County,MO,2,2.4349999999999996,2.57,0
Uintah County,UT,8,2.1687499999999997,3.6,0
Carlton County,MN,0,0,0,0
Chippewa County,MI,0,0,0,0
Alexander County,NC,28,1.983214285714286,3,0
Matagorda County,TX,0,0,0,0
Laclede County,MO,5,2.4379999999999997,2.6,0
Webster Parish,LA,3,2.5033333333333334,2.7,0
Washington County,TX,1,2.5,2.5,0
Knox County,IN,9,2.3433333333333333,3.1,0
Adams County,IN,3,2.4333333333333336,2.6,0
Sioux County,IA,0,0,0,0
Ware County,GA,0,0,0,0
